Date,Event (NC=Last Trading; C=Clearing; H=Holiday; T=Tradeday),Code,HSI,MHI,HKEXHSI,HHI,HSICALLCODE,HSIPUTCODE,HSICALLPATTERN,HSIPUTPATTERN,CSI300Event,IF,IFCODE,IFCODEHELPER,CHH,HHI,MCH
2012-09-25,T,U,HSIU2,MHIU2,1209,HHIU2,I2,U2,HSI<STRIKE>I2,HSI<STRIKE>U2,T,IF1210,1210,1209,CHHU2,HHIU2,MCHU2
2012-09-26,T,U,HSIU2,MHIU2,1209,HHIU2,I2,U2,HSI<STRIKE>I2,HSI<STRIKE>U2,T,IF1210,1210,1209,CHHU2,HHIU2,MCHU2
2012-09-27,NC,V,HSIV2,MHIV2,1210,HHIV2,J2,V2,HSI<STRIKE>J2,HSI<STRIKE>V2,T,IF1210,1210,1209,CHHV2,HHIV2,MCHV2
2012-09-28,C,V,HSIV2,MHIV2,1210,HHIV2,J2,V2,HSI<STRIKE>J2,HSI<STRIKE>V2,T,IF1210,1210,1209,CHHV2,HHIV2,MCHV2
2012-09-29,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012-09-30,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012-10-01,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012-10-02,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012-10-03,T,V,HSIV2,MHIV2,1210,HHIV2,J2,V2,HSI<STRIKE>J2,HSI<STRIKE>V2,H,#N/A,#N/A,#N/A,CHHV2,HHIV2,MCHV2
2012-10-04,T,V,HSIV2,MHIV2,1210,HHIV2,J2,V2,HSI<STRIKE>J2,HSI<STRIKE>V2,H,#N/A,#N/A,#N/A,CHHV2,HHIV2,MCHV2
2012-10-05,T,V,HSIV2,MHIV2,1210,HHIV2,J2,V2,HSI<STRIKE>J2,HSI<STRIKE>V2,H,#N/A,#N/A,#N/A,CHHV2,HHIV2,MCHV2
2012-10-06,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012-10-07,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012-10-08,T,V,HSIV2,MHIV2,1210,HHIV2,J2,V2,HSI<STRIKE>J2,HSI<STRIKE>V2,T,IF1210,1210,1210,CHHV2,HHIV2,MCHV2
2012-10-09,T,V,HSIV2,MHIV2,1210,HHIV2,J2,V2,HSI<STRIKE>J2,HSI<STRIKE>V2,T,IF1210,1210,1210,CHHV2,HHIV2,MCHV2
2012-10-10,T,V,HSIV2,MHIV2,1210,HHIV2,J2,V2,HSI<STRIKE>J2,HSI<STRIKE>V2,T,IF1210,1210,1210,CHHV2,HHIV2,MCHV2
2012-10-11,T,V,HSIV2,MHIV2,1210,HHIV2,J2,V2,HSI<STRIKE>J2,HSI<STRIKE>V2,T,IF1210,1210,1210,CHHV2,HHIV2,MCHV2
2012-10-12,T,V,HSIV2,MHIV2,1210,HHIV2,J2,V2,HSI<STRIKE>J2,HSI<STRIKE>V2,T,IF1210,1210,1210,CHHV2,HHIV2,MCHV2
2012-10-13,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012-10-14,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012-10-15,T,V,HSIV2,MHIV2,1210,HHIV2,J2,V2,HSI<STRIKE>J2,HSI<STRIKE>V2,T,IF1210,1210,1210,CHHV2,HHIV2,MCHV2
2012-10-16,T,V,HSIV2,MHIV2,1210,HHIV2,J2,V2,HSI<STRIKE>J2,HSI<STRIKE>V2,T,IF1210,1210,1210,CHHV2,HHIV2,MCHV2
2012-10-17,T,V,HSIV2,MHIV2,1210,HHIV2,J2,V2,HSI<STRIKE>J2,HSI<STRIKE>V2,T,IF1210,1210,1210,CHHV2,HHIV2,MCHV2
2012-10-18,T,V,HSIV2,MHIV2,1210,HHIV2,J2,V2,HSI<STRIKE>J2,HSI<STRIKE>V2,T,IF1210,1210,1210,CHHV2,HHIV2,MCHV2
2012-10-19,T,V,HSIV2,MHIV2,1210,HHIV2,J2,V2,HSI<STRIKE>J2,HSI<STRIKE>V2,NC,IF1211,1211,1211,CHHV2,HHIV2,MCHV2
2012-10-20,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012-10-21,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012-10-22,T,V,HSIV2,MHIV2,1210,HHIV2,J2,V2,HSI<STRIKE>J2,HSI<STRIKE>V2,C,IF1211,1211,1211,CHHV2,HHIV2,MCHV2
2012-10-23,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,T,IF1211,1211,1210,#N/A,#N/A,#N/A
2012-10-24,T,V,HSIV2,MHIV2,1210,HHIV2,J2,V2,HSI<STRIKE>J2,HSI<STRIKE>V2,T,IF1211,1211,1210,CHHV2,HHIV2,MCHV2
2012-10-25,T,V,HSIV2,MHIV2,1210,HHIV2,J2,V2,HSI<STRIKE>J2,HSI<STRIKE>V2,T,IF1211,1211,1210,CHHV2,HHIV2,MCHV2
2012-10-26,T,V,HSIV2,MHIV2,1210,HHIV2,J2,V2,HSI<STRIKE>J2,HSI<STRIKE>V2,T,IF1211,1211,1210,CHHV2,HHIV2,MCHV2
2012-10-27,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012-10-28,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012-10-29,T,V,HSIV2,MHIV2,1210,HHIV2,J2,V2,HSI<STRIKE>J2,HSI<STRIKE>V2,T,IF1211,1211,1210,CHHV2,HHIV2,MCHV2
2012-10-30,NC,X,HSIX2,MHIX2,1211,HHIX2,K2,W2,HSI<STRIKE>K2,HSI<STRIKE>W2,T,IF1211,1211,1210,CHHX2,HHIX2,MCHX2
2012-10-31,C,X,HSIX2,MHIX2,1211,HHIX2,K2,W2,HSI<STRIKE>K2,HSI<STRIKE>W2,T,IF1211,1211,1210,CHHX2,HHIX2,MCHX2
2012-11-01,T,X,HSIX2,MHIX2,1211,HHIX2,K2,W2,HSI<STRIKE>K2,HSI<STRIKE>W2,T,IF1211,1211,1211,CHHX2,HHIX2,MCHX2
2012-11-02,T,X,HSIX2,MHIX2,1211,HHIX2,K2,W2,HSI<STRIKE>K2,HSI<STRIKE>W2,T,IF1211,1211,1211,CHHX2,HHIX2,MCHX2
2012-11-03,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012-11-04,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012-11-05,T,X,HSIX2,MHIX2,1211,HHIX2,K2,W2,HSI<STRIKE>K2,HSI<STRIKE>W2,T,IF1211,1211,1211,CHHX2,HHIX2,MCHX2
2012-11-06,T,X,HSIX2,MHIX2,1211,HHIX2,K2,W2,HSI<STRIKE>K2,HSI<STRIKE>W2,T,IF1211,1211,1211,CHHX2,HHIX2,MCHX2
2012-11-07,T,X,HSIX2,MHIX2,1211,HHIX2,K2,W2,HSI<STRIKE>K2,HSI<STRIKE>W2,T,IF1211,1211,1211,CHHX2,HHIX2,MCHX2
2012-11-08,T,X,HSIX2,MHIX2,1211,HHIX2,K2,W2,HSI<STRIKE>K2,HSI<STRIKE>W2,T,IF1211,1211,1211,CHHX2,HHIX2,MCHX2
2012-11-09,T,X,HSIX2,MHIX2,1211,HHIX2,K2,W2,HSI<STRIKE>K2,HSI<STRIKE>W2,T,IF1211,1211,1211,CHHX2,HHIX2,MCHX2
2012-11-10,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012-11-11,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012-11-12,T,X,HSIX2,MHIX2,1211,HHIX2,K2,W2,HSI<STRIKE>K2,HSI<STRIKE>W2,T,IF1211,1211,1211,CHHX2,HHIX2,MCHX2
2012-11-13,T,X,HSIX2,MHIX2,1211,HHIX2,K2,W2,HSI<STRIKE>K2,HSI<STRIKE>W2,T,IF1211,1211,1211,CHHX2,HHIX2,MCHX2
2012-11-14,T,X,HSIX2,MHIX2,1211,HHIX2,K2,W2,HSI<STRIKE>K2,HSI<STRIKE>W2,T,IF1211,1211,1211,CHHX2,HHIX2,MCHX2
2012-11-15,T,X,HSIX2,MHIX2,1211,HHIX2,K2,W2,HSI<STRIKE>K2,HSI<STRIKE>W2,T,IF1211,1211,1211,CHHX2,HHIX2,MCHX2
2012-11-16,T,X,HSIX2,MHIX2,1211,HHIX2,K2,W2,HSI<STRIKE>K2,HSI<STRIKE>W2,NC,IF1212,1212,1212,CHHX2,HHIX2,MCHX2
2012-11-17,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012-11-18,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012-11-19,T,X,HSIX2,MHIX2,1211,HHIX2,K2,W2,HSI<STRIKE>K2,HSI<STRIKE>W2,C,IF1212,1212,1212,CHHX2,HHIX2,MCHX2
2012-11-20,T,X,HSIX2,MHIX2,1211,HHIX2,K2,W2,HSI<STRIKE>K2,HSI<STRIKE>W2,T,IF1212,1212,1211,CHHX2,HHIX2,MCHX2
2012-11-21,T,X,HSIX2,MHIX2,1211,HHIX2,K2,W2,HSI<STRIKE>K2,HSI<STRIKE>W2,T,IF1212,1212,1211,CHHX2,HHIX2,MCHX2
2012-11-22,T,X,HSIX2,MHIX2,1211,HHIX2,K2,W2,HSI<STRIKE>K2,HSI<STRIKE>W2,T,IF1212,1212,1211,CHHX2,HHIX2,MCHX2
2012-11-23,T,X,HSIX2,MHIX2,1211,HHIX2,K2,W2,HSI<STRIKE>K2,HSI<STRIKE>W2,T,IF1212,1212,1211,CHHX2,HHIX2,MCHX2
2012-11-24,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012-11-25,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012-11-26,T,X,HSIX2,MHIX2,1211,HHIX2,K2,W2,HSI<STRIKE>K2,HSI<STRIKE>W2,T,IF1212,1212,1211,CHHX2,HHIX2,MCHX2
2012-11-27,T,X,HSIX2,MHIX2,1211,HHIX2,K2,W2,HSI<STRIKE>K2,HSI<STRIKE>W2,T,IF1212,1212,1211,CHHX2,HHIX2,MCHX2
2012-11-28,T,X,HSIX2,MHIX2,1211,HHIX2,K2,W2,HSI<STRIKE>K2,HSI<STRIKE>W2,T,IF1212,1212,1211,CHHX2,HHIX2,MCHX2
2012-11-29,NC,Z,HSIZ2,MHIZ2,1212,HHIZ2,L2,X2,HSI<STRIKE>L2,HSI<STRIKE>X2,T,IF1212,1212,1211,CHHZ2,HHIZ2,MCHZ2
2012-11-30,C,Z,HSIZ2,MHIZ2,1212,HHIZ2,L2,X2,HSI<STRIKE>L2,HSI<STRIKE>X2,T,IF1212,1212,1211,CHHZ2,HHIZ2,MCHZ2
2012-12-01,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012-12-02,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012-12-03,T,Z,HSIZ2,MHIZ2,1212,HHIZ2,L2,X2,HSI<STRIKE>L2,HSI<STRIKE>X2,T,IF1212,1212,1212,CHHZ2,HHIZ2,MCHZ2
2012-12-04,T,Z,HSIZ2,MHIZ2,1212,HHIZ2,L2,X2,HSI<STRIKE>L2,HSI<STRIKE>X2,T,IF1212,1212,1212,CHHZ2,HHIZ2,MCHZ2
2012-12-05,T,Z,HSIZ2,MHIZ2,1212,HHIZ2,L2,X2,HSI<STRIKE>L2,HSI<STRIKE>X2,T,IF1212,1212,1212,CHHZ2,HHIZ2,MCHZ2
2012-12-06,T,Z,HSIZ2,MHIZ2,1212,HHIZ2,L2,X2,HSI<STRIKE>L2,HSI<STRIKE>X2,T,IF1212,1212,1212,CHHZ2,HHIZ2,MCHZ2
2012-12-07,T,Z,HSIZ2,MHIZ2,1212,HHIZ2,L2,X2,HSI<STRIKE>L2,HSI<STRIKE>X2,T,IF1212,1212,1212,CHHZ2,HHIZ2,MCHZ2
2012-12-08,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012-12-09,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012-12-10,T,Z,HSIZ2,MHIZ2,1212,HHIZ2,L2,X2,HSI<STRIKE>L2,HSI<STRIKE>X2,T,IF1212,1212,1212,CHHZ2,HHIZ2,MCHZ2
2012-12-11,T,Z,HSIZ2,MHIZ2,1212,HHIZ2,L2,X2,HSI<STRIKE>L2,HSI<STRIKE>X2,T,IF1212,1212,1212,CHHZ2,HHIZ2,MCHZ2
2012-12-12,T,Z,HSIZ2,MHIZ2,1212,HHIZ2,L2,X2,HSI<STRIKE>L2,HSI<STRIKE>X2,T,IF1212,1212,1212,CHHZ2,HHIZ2,MCHZ2
2012-12-13,T,Z,HSIZ2,MHIZ2,1212,HHIZ2,L2,X2,HSI<STRIKE>L2,HSI<STRIKE>X2,T,IF1212,1212,1212,CHHZ2,HHIZ2,MCHZ2
2012-12-14,T,Z,HSIZ2,MHIZ2,1212,HHIZ2,L2,X2,HSI<STRIKE>L2,HSI<STRIKE>X2,T,IF1212,1212,1212,CHHZ2,HHIZ2,MCHZ2
2012-12-15,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012-12-16,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012-12-17,T,Z,HSIZ2,MHIZ2,1212,HHIZ2,L2,X2,HSI<STRIKE>L2,HSI<STRIKE>X2,T,IF1212,1212,1212,CHHZ2,HHIZ2,MCHZ2
2012-12-18,T,Z,HSIZ2,MHIZ2,1212,HHIZ2,L2,X2,HSI<STRIKE>L2,HSI<STRIKE>X2,T,IF1212,1212,1212,CHHZ2,HHIZ2,MCHZ2
2012-12-19,T,Z,HSIZ2,MHIZ2,1212,HHIZ2,L2,X2,HSI<STRIKE>L2,HSI<STRIKE>X2,T,IF1212,1212,1212,CHHZ2,HHIZ2,MCHZ2
2012-12-20,T,Z,HSIZ2,MHIZ2,1212,HHIZ2,L2,X2,HSI<STRIKE>L2,HSI<STRIKE>X2,T,IF1212,1212,1212,CHHZ2,HHIZ2,MCHZ2
2012-12-21,T,Z,HSIZ2,MHIZ2,1212,HHIZ2,L2,X2,HSI<STRIKE>L2,HSI<STRIKE>X2,NC,IF1301,1301,1301,CHHZ2,HHIZ2,MCHZ2
2012-12-22,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012-12-23,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012-12-24,T,Z,HSIZ2,MHIZ2,1212,HHIZ2,L2,X2,HSI<STRIKE>L2,HSI<STRIKE>X2,C,IF1301,1301,1301,CHHZ2,HHIZ2,MCHZ2
2012-12-25,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,T,IF1301,1301,1212,#N/A,#N/A,#N/A
2012-12-26,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,T,IF1301,1301,1212,#N/A,#N/A,#N/A
2012-12-27,T,Z,HSIZ2,MHIZ2,1212,HHIZ2,L2,X2,HSI<STRIKE>L2,HSI<STRIKE>X2,T,IF1301,1301,1212,CHHZ2,HHIZ2,MCHZ2
2012-12-28,NC,F,HSIF3,MHIF3,1301,HHIF3,A3,M3,HSI<STRIKE>A3,HSI<STRIKE>M3,T,IF1301,1301,1212,CHHF3,HHIF3,MCHF3
2012-12-29,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012-12-30,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012-12-31,C,F,HSIF3,MHIF3,1301,HHIF3,A3,M3,HSI<STRIKE>A3,HSI<STRIKE>M3,T,IF1301,1301,1212,CHHF3,HHIF3,MCHF3
2013-01-01,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013-01-02,T,F,HSIF3,MHIF3,1301,HHIF3,A3,M3,HSI<STRIKE>A3,HSI<STRIKE>M3,H,#N/A,#N/A,#N/A,CHHF3,HHIF3,MCHF3
2013-01-03,T,F,HSIF3,MHIF3,1301,HHIF3,A3,M3,HSI<STRIKE>A3,HSI<STRIKE>M3,H,#N/A,#N/A,#N/A,CHHF3,HHIF3,MCHF3
2013-01-04,T,F,HSIF3,MHIF3,1301,HHIF3,A3,M3,HSI<STRIKE>A3,HSI<STRIKE>M3,T,IF1301,1301,1301,CHHF3,HHIF3,MCHF3
2013-01-05,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013-01-06,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013-01-07,T,F,HSIF3,MHIF3,1301,HHIF3,A3,M3,HSI<STRIKE>A3,HSI<STRIKE>M3,T,IF1301,1301,1301,CHHF3,HHIF3,MCHF3
2013-01-08,T,F,HSIF3,MHIF3,1301,HHIF3,A3,M3,HSI<STRIKE>A3,HSI<STRIKE>M3,T,IF1301,1301,1301,CHHF3,HHIF3,MCHF3
2013-01-09,T,F,HSIF3,MHIF3,1301,HHIF3,A3,M3,HSI<STRIKE>A3,HSI<STRIKE>M3,T,IF1301,1301,1301,CHHF3,HHIF3,MCHF3
2013-01-10,T,F,HSIF3,MHIF3,1301,HHIF3,A3,M3,HSI<STRIKE>A3,HSI<STRIKE>M3,T,IF1301,1301,1301,CHHF3,HHIF3,MCHF3
2013-01-11,T,F,HSIF3,MHIF3,1301,HHIF3,A3,M3,HSI<STRIKE>A3,HSI<STRIKE>M3,T,IF1301,1301,1301,CHHF3,HHIF3,MCHF3
2013-01-12,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013-01-13,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013-01-14,T,F,HSIF3,MHIF3,1301,HHIF3,A3,M3,HSI<STRIKE>A3,HSI<STRIKE>M3,T,IF1301,1301,1301,CHHF3,HHIF3,MCHF3
2013-01-15,T,F,HSIF3,MHIF3,1301,HHIF3,A3,M3,HSI<STRIKE>A3,HSI<STRIKE>M3,T,IF1301,1301,1301,CHHF3,HHIF3,MCHF3
2013-01-16,T,F,HSIF3,MHIF3,1301,HHIF3,A3,M3,HSI<STRIKE>A3,HSI<STRIKE>M3,T,IF1301,1301,1301,CHHF3,HHIF3,MCHF3
2013-01-17,T,F,HSIF3,MHIF3,1301,HHIF3,A3,M3,HSI<STRIKE>A3,HSI<STRIKE>M3,T,IF1301,1301,1301,CHHF3,HHIF3,MCHF3
2013-01-18,T,F,HSIF3,MHIF3,1301,HHIF3,A3,M3,HSI<STRIKE>A3,HSI<STRIKE>M3,NC,IF1302,1302,1302,CHHF3,HHIF3,MCHF3
2013-01-19,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013-01-20,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013-01-21,T,F,HSIF3,MHIF3,1301,HHIF3,A3,M3,HSI<STRIKE>A3,HSI<STRIKE>M3,C,IF1302,1302,1302,CHHF3,HHIF3,MCHF3
2013-01-22,T,F,HSIF3,MHIF3,1301,HHIF3,A3,M3,HSI<STRIKE>A3,HSI<STRIKE>M3,T,IF1302,1302,1301,CHHF3,HHIF3,MCHF3
2013-01-23,T,F,HSIF3,MHIF3,1301,HHIF3,A3,M3,HSI<STRIKE>A3,HSI<STRIKE>M3,T,IF1302,1302,1301,CHHF3,HHIF3,MCHF3
2013-01-24,T,F,HSIF3,MHIF3,1301,HHIF3,A3,M3,HSI<STRIKE>A3,HSI<STRIKE>M3,T,IF1302,1302,1301,CHHF3,HHIF3,MCHF3
2013-01-25,T,F,HSIF3,MHIF3,1301,HHIF3,A3,M3,HSI<STRIKE>A3,HSI<STRIKE>M3,T,IF1302,1302,1301,CHHF3,HHIF3,MCHF3
2013-01-26,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013-01-27,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013-01-28,T,F,HSIF3,MHIF3,1301,HHIF3,A3,M3,HSI<STRIKE>A3,HSI<STRIKE>M3,T,IF1302,1302,1301,CHHF3,HHIF3,MCHF3
2013-01-29,T,F,HSIF3,MHIF3,1301,HHIF3,A3,M3,HSI<STRIKE>A3,HSI<STRIKE>M3,T,IF1302,1302,1301,CHHF3,HHIF3,MCHF3
2013-01-30,NC,G,HSIG3,MHIG3,1302,HHIG3,B3,N3,HSI<STRIKE>B3,HSI<STRIKE>N3,T,IF1302,1302,1301,CHHG3,HHIG3,MCHG3
2013-01-31,C,G,HSIG3,MHIG3,1302,HHIG3,B3,N3,HSI<STRIKE>B3,HSI<STRIKE>N3,T,IF1302,1302,1301,CHHG3,HHIG3,MCHG3
2013-02-01,T,G,HSIG3,MHIG3,1302,HHIG3,B3,N3,HSI<STRIKE>B3,HSI<STRIKE>N3,T,IF1302,1302,1302,CHHG3,HHIG3,MCHG3
2013-02-02,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013-02-03,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013-02-04,T,G,HSIG3,MHIG3,1302,HHIG3,B3,N3,HSI<STRIKE>B3,HSI<STRIKE>N3,T,IF1302,1302,1302,CHHG3,HHIG3,MCHG3
2013-02-05,T,G,HSIG3,MHIG3,1302,HHIG3,B3,N3,HSI<STRIKE>B3,HSI<STRIKE>N3,T,IF1302,1302,1302,CHHG3,HHIG3,MCHG3
2013-02-06,T,G,HSIG3,MHIG3,1302,HHIG3,B3,N3,HSI<STRIKE>B3,HSI<STRIKE>N3,T,IF1302,1302,1302,CHHG3,HHIG3,MCHG3
2013-02-07,T,G,HSIG3,MHIG3,1302,HHIG3,B3,N3,HSI<STRIKE>B3,HSI<STRIKE>N3,T,IF1302,1302,1302,CHHG3,HHIG3,MCHG3
2013-02-08,T,G,HSIG3,MHIG3,1302,HHIG3,B3,N3,HSI<STRIKE>B3,HSI<STRIKE>N3,T,IF1302,1302,1302,CHHG3,HHIG3,MCHG3
2013-02-09,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013-02-10,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013-02-11,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013-02-12,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013-02-13,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013-02-14,T,G,HSIG3,MHIG3,1302,HHIG3,B3,N3,HSI<STRIKE>B3,HSI<STRIKE>N3,H,#N/A,#N/A,#N/A,CHHG3,HHIG3,MCHG3
2013-02-15,T,G,HSIG3,MHIG3,1302,HHIG3,B3,N3,HSI<STRIKE>B3,HSI<STRIKE>N3,H,#N/A,#N/A,#N/A,CHHG3,HHIG3,MCHG3
2013-02-16,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013-02-17,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013-02-18,T,G,HSIG3,MHIG3,1302,HHIG3,B3,N3,HSI<STRIKE>B3,HSI<STRIKE>N3,NC,IF1303,1303,1303,CHHG3,HHIG3,MCHG3
2013-02-19,T,G,HSIG3,MHIG3,1302,HHIG3,B3,N3,HSI<STRIKE>B3,HSI<STRIKE>N3,C,IF1303,1303,1303,CHHG3,HHIG3,MCHG3
2013-02-20,T,G,HSIG3,MHIG3,1302,HHIG3,B3,N3,HSI<STRIKE>B3,HSI<STRIKE>N3,T,IF1303,1303,1302,CHHG3,HHIG3,MCHG3
